Country Name,Country Code,Indicator Name,Indicator Code,Year,GDP
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,2013,1.36219E+12
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,2014,1.38024E+12
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,2015,1.20616E+12
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,2016,1.24302E+12
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,2017,1.32175E+12
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,2018,1.43164E+12
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,2019,1.4035E+12
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,2020,1.28978E+12
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,2021,1.46124E+12
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,2022,1.4465E+12
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,2023,1.62009E+12
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,2024,1.72275E+12
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,1993,4013091682
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,1994,4123011420
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,1995,4502970889
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,1996,4786018988
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,1997,5154420649
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,1998,5674080543
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,1999,5756912266
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,2000,5686579748
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,2001,6250218423
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,2002,7370119619
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,2003,9876595528
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,2004,12148595031
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,2005,14109491357
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,2006,17025671810
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,2007,22450264166
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,2008,24342935404
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,2009,19633984440
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,2010,19524355419
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,2011,23303915795
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,2012,23237406116
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,2013,25451032781
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,2014,27055689003
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,2015,23311847751
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,2016,24561027788
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,2017,27469461919
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,2018,31222632741
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,2019,31873748770
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,2020,31820771494
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,2021,37204563051
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,2022,38376046175
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,2023,41291245222
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,2024,42764929169
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1960,1610511694
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1961,1680859514
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1962,1747566307
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1963,1825058828
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1964,1984129186
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1965,2159998591
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1966,2324466416
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1967,2461762003
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1968,2619948865
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1969,2768987372
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1970,3045354455
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1971,3224280835
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1972,3520252938
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1973,4070570550
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1974,4577209966
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1975,4577047854
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1976,4943806093
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1977,5651840585
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1978,6014961435
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1979,6586048398
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1980,7012585454
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1981,7507663567
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1982,7899988841
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1983,8781664427
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1984,8298309581
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1985,9717392687
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1986,10094328898
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1987,10790001558
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1988,11181119718
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1989,11762932007
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1990,12478943895
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1991,13799799324
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1992,10754799037
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1993,9051043870
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1994,7100806754
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1995,7855205207
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1996,8761215548
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1997,8803539988
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1998,8013274132
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1999,7892973532
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,2000,8242349618
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,2001,8231326016
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,2002,7850809498
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,2003,8623691300
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,2004,10131187261
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,2005,12401139454
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,2006,15280861835
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,2007,19707616773
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,2008,27066912635
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,2009,32437389116
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,2010,29933790334
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,2011,31952763089
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,2012,43310721414
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,2013,47648276605
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,2014,55612228234
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,2015,64589328551
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,2016,74296766562
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,2017,81770885148
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,2018,84269180857
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,2019,95912620248
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,2020,1.07658E+11
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,2021,1.11262E+11
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,2022,1.26773E+11
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1960,2.8494E+11
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1961,3.16589E+11
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1962,3.49919E+11
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1963,3.84464E+11
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1964,4.26413E+11
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1965,4.66588E+11
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1966,5.05133E+11
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1967,5.37835E+11
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1968,5.77242E+11
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1969,6.44178E+11
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1970,7.28534E+11
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1971,8.23523E+11
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1972,9.93686E+11
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1973,1.28615E+12
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1974,1.45594E+12
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1975,1.69413E+12
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1976,1.77518E+12
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1977,2.01137E+12
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1978,2.44923E+12
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1979,2.96009E+12
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1980,3.3114E+12
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1981,2.89005E+12
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1982,2.78787E+12
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1983,2.71086E+12
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1984,2.61266E+12
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1985,2.68673E+12
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1986,3.75327E+12
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1987,4.63962E+12
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1988,5.09409E+12
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1989,5.20289E+12
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1990,6.5057E+12
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1991,6.72763E+12
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1992,7.3893E+12
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1993,6.75081E+12
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1994,7.15791E+12
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1995,8.29836E+12
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1996,8.43362E+12
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1997,7.73589E+12
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1998,7.97011E+12
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1999,7.93611E+12
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,2000,7.28848E+12
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,2001,7.40762E+12
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,2002,8.10043E+12
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,2003,9.95686E+12
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,2004,1.14491E+13
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,2005,1.19544E+13
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,2006,1.27684E+13
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,2007,1.47895E+13
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,2008,1.63651E+13
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,2009,1.48461E+13
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,2010,1.46431E+13
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,2011,1.58763E+13
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,2012,1.47336E+13
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,2013,1.54E+13
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,2014,1.57648E+13
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,2015,1.36551E+13
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,2016,1.39906E+13
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,2017,1.48701E+13
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,2018,1.60922E+13
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,2019,1.58093E+13
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,2020,1.55057E+13
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,2021,1.74985E+13
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,2022,1.69961E+13
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,2023,1.86027E+13
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,2024,1.94233E+13
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1960,34155722865
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1961,35666166178
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1962,39414677922
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1963,45046718742
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1964,40764893791
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1965,44786267307
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1966,47784283367
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1967,47127712064
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1968,52070019319
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1969,58438816778
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1970,69594508017
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1971,71672342756
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1972,82975878866
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1973,1.02631E+11
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1974,1.54491E+11
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1975,1.69448E+11
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1976,2.01255E+11
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1977,2.22194E+11
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1978,2.4367E+11
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1979,3.07135E+11
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1980,3.88411E+11
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1981,5.11373E+11
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1982,4.88143E+11
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1983,4.21522E+11
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1984,3.79233E+11
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1985,3.85584E+11
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1986,3.55364E+11
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1987,3.57244E+11
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1988,3.87845E+11
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1989,3.83732E+11
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1990,5.47385E+11
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1991,3.86921E+11
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1992,3.44555E+11
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1993,3.51135E+11
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1994,3.53223E+11
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1995,4.31741E+11
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1996,4.66418E+11
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1997,5.22301E+11
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1998,5.36074E+11
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1999,4.00151E+11
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,2000,4.68013E+11
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,2001,4.57995E+11
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,2002,4.46906E+11
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,2003,4.70595E+11
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,2004,5.98617E+11
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,2005,7.58944E+11
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,2006,9.502E+11
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,2007,1.16368E+12
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,2008,1.48736E+12
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,2009,1.34812E+12
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,2010,1.59988E+12
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,2011,1.67135E+12
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,2012,1.87011E+12
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,2013,1.94221E+12
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,2014,2.05976E+12
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,2015,1.62358E+12
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,2016,1.49642E+12
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,2017,1.59633E+12
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,2018,1.74349E+12
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,2019,1.85072E+12
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,2020,1.68433E+12
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,2021,1.79682E+12
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,2022,1.97655E+12
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,2023,1.88648E+12
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,2024,1.83182E+12
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1960,5279481824
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1961,5984433774
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1962,6407796043
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1963,6958916548
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1964,7848987793
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1965,8680393839
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1966,9306142172
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1967,9468272357
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1968,8916565041
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1969,10177524839
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1970,11358529162
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1971,12528522307
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1972,14744499570
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1973,19474098335
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1974,24851036710
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1975,29475251333
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1976,31852352670
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1977,33502784418
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1978,36259392058
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1979,44469218440
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1980,53649984061
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1981,52440066134
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1982,52784013815
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1983,50956447481
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1984,52870993273
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1985,55856676899
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1986,73511611541
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1987,91564993913
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1988,1.09039E+11
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1989,1.18991E+11
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1990,1.41446E+11
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1991,1.27794E+11
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1992,1.12538E+11
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1993,89112105756
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1994,1.03183E+11
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1995,1.3406E+11
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1996,1.31992E+11
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1997,1.26863E+11
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1998,1.33991E+11
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1999,1.35234E+11
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,2000,1.25968E+11
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,2001,1.2952E+11
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,2002,1.40361E+11
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,2003,1.71613E+11
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,2004,1.97458E+11
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,2005,2.04859E+11
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,2006,2.17044E+11
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,2007,2.5636E+11
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,2008,2.85699E+11
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,2009,2.53481E+11
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,2010,2.4943E+11
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,2011,2.75127E+11
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,2012,2.57443E+11
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,2013,2.70268E+11
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,2014,2.73479E+11
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,2015,2.33211E+11
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,2016,2.38778E+11
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,2017,2.53846E+11
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,2018,2.73869E+11
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,2019,2.67015E+11
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,2020,2.7E+11
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,2021,2.94223E+11
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,2022,2.80253E+11
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,2023,2.94951E+11
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,2024,2.99836E+11
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1960,112328422.1
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1961,116987784.9
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1962,122906435
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1963,129454728.6
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1964,140032741.5
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1965,147084750
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1966,150603925.5
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1967,162625885.9
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1968,166952937.1
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1969,182182067.7
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1970,219878482.2
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1971,247749327.7
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1972,316656648.7
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1973,425950487.5
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1974,558587097.4
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1975,684282434.4
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1976,694540806.4
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1977,719501765.8
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1978,829267889.4
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1979,1019691460
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1980,1202618816
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1981,1235626771
